Rxn,Rxn_Name,Rule,Pathway,Formula
FACOAL1831,"fatty-acid--CoA ligase",(ACSL1) | (ACSL4) | (ACSL3) | (ACSBG2) | (ACSL6) | (ACSL5),"Fatty acid oxidation","ATP + Coenzyme A + gamma-linolenate  <=> AMP + Diphosphate + gamma-linolenoyl-CoA(4-) "
FACOAL1832,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + alpha-linolenate  <=> AMP + Diphosphate + alpha-Linolenoyl-CoA "
FACOAL184,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + stearidonic acid C18:4, n-3  <=> AMP + Diphosphate + stearidonyl coenzyme A "
FACOAL191,"fatty-acid--CoA ligase",(SLC27A2),"Fatty acid oxidation","ATP + Coenzyme A + pristanic acid  -> AMP + Diphosphate + pristanoyl coa "
FACOAL200,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + arachidate  -> AMP + Diphosphate + arachidyl coenzyme A "
FACOAL203,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + dihomo-gamma-linolenic acid (n-6)  <=> AMP + Diphosphate + dihomo-gamma-linolenyl coenzyme A "
FACOAL204,"fatty-acid--CoA ligase",(ACSL3) | (ACSL3) | (ACSL1) | (ACSL4) | (ACSL4) | (ACSBG2),"Fatty acid oxidation","ATP + Coenzyme A + arachidonate  <=> AMP + Diphosphate + arachidonoyl-CoA(4-) "
FACOAL2042,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + eicosatetranoic acid  <=> AMP + Diphosphate + eicosatetranoyl coenzyme A "
FACOAL205,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + timnodonic acid C20:5, n-3  <=> AMP + Diphosphate + timnodonyl coenzyme A "
FACOAL206,"fatty-acid--CoA ligase",(SLC27A2),"Fatty acid oxidation","ATP + Coenzyme A + phytanate  <=> AMP + Diphosphate + phytanoyl-CoA(4-) "
FACOAL224,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + adrenic acid  <=> AMP + Diphosphate + adrenyl coenzyme A "
FACOAL2251,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + docosa-4,7,10,13,16-pentaenoic acid  <=> AMP + Diphosphate + docosa-4,7,10,13,16-pentaenoyl coenzyme A "
FACOAL2252,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + clupanodonic acid  <=> AMP + Diphosphate + clupanodonyl CoA "
FACOAL226,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + cervonic acid, C22:6 n-3  <=> AMP + Diphosphate + cervonyl coenzyme A "
FACOAL240,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + lignocerate  <=> AMP + Diphosphate + lignocericyl coenzyme A "
FACOAL241,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + nervonate  <=> AMP + Diphosphate + nervonyl coenzyme A "
FACOAL244_1,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + tetracosatetraenoic acid n-6  <=> AMP + Diphosphate + tetracosatetraenoyl coenzyme A "
FACOAL245_1,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + tetracosapentaenoic acid, n-6  <=> AMP + Diphosphate + tetracosapentaenoyl coenzyme A, n-6 "
FACOAL245_2,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + tetracosapentaenoic acid, n-3  <=> AMP + Diphosphate + tetracosapentaenoyl coenzyme A, n-3 "
FACOAL246_1,"fatty-acid--CoA ligase",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + tetracosahexaenoic acid, n-3  <=> AMP + Diphosphate + tetracosahexaenoyl coenzyme A "
FACOAL260,"fatty-acid--CoA ligase (n-C26:0)",(ACSL1),"Fatty acid oxidation","ATP + Coenzyme A + cerotate  <=> AMP + Diphosphate + Hexacosanoyl-CoA (n-C26:0CoA) "
FACOAL40im,"fatty-acid--CoA ligase (butanoate), mitochondrial",(ACSM1),"Fatty acid oxidation","Coenzyme A + ATP + butyrate  -> AMP + Diphosphate + Butanoyl-CoA "
FACOAL80i,"fatty-acid--CoA ligase (octanoate)",(ACSL3) | (ACSL3),"Fatty acid oxidation","ATP + Coenzyme A + octanoate (n-C8:0)  -> AMP + Diphosphate + Octanoyl-CoA (n-C8:0CoA) "
FADDP,"FAD diphosphatase",(ENPP1) | (ENPP3),"Vitamin B2 metabolism","Water + Flavin adenine dinucleotide oxidized  -> 2 proton + AMP + FMN "
FADH2tru,"FADH2 transporter, endoplasmic reticulum",,"Transport, endoplasmic reticular","Flavin adenine dinucleotide reduced  -> Flavin adenine dinucleotide reduced "
FADH2tx,"FADH2 transporter, peroxisomal",,"Transport, peroxisomal","Flavin adenine dinucleotide reduced  <=> Flavin adenine dinucleotide reduced "
FADtru,"FAD transporter, endoplasmic reticulum",,"Transport, endoplasmic reticular","Flavin adenine dinucleotide oxidized  -> Flavin adenine dinucleotide oxidized "
FADtx,"FAD transporter, peroxisomal",,"Transport, peroxisomal","Flavin adenine dinucleotide oxidized  <=> Flavin adenine dinucleotide oxidized "
FAEL183,"fatty-acyl-CoA elongation (n-C18:3CoA)",(ELOVL4) | (ELOVL6) | (ELOVL5) | (ELOVL2) ,"Fatty acid synthesis","O2 + 5 proton + 4 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + gamma-linolenoyl-CoA(4-)  -> 3 Water + 4 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + dihomo-gamma-linolenyl coenzyme A "
FAEL184,"fatty-acyl-CoA elongation (n-C20:4CoA)",(ELOVL4) | (ELOVL6) | (ELOVL5) | (ELOVL2) ,"Fatty acid synthesis","O2 + 5 proton + 4 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + stearidonyl coenzyme A  -> 3 Water + 4 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + eicosatetranoyl coenzyme A "
FAEL204,"fatty-acyl-CoA elongation (n-C20:4CoA)",(ELOVL4) | (ELOVL6) | (ELOVL5) | (ELOVL2) ,"Fatty acid synthesis","O2 + 5 proton + 4 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + arachidonoyl-CoA(4-)  -> 3 Water + 4 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + adrenyl coenzyme A "
FAEL205,"fatty-acyl-CoA elongation (n-C20:5CoA)",(ELOVL4) | (ELOVL6) | (ELOVL5) | (ELOVL2) ,"Fatty acid synthesis","O2 + 5 proton + 4 Nicotinamide adenine dinucleotide phosphate - reduced + Malonyl-CoA + timnodonyl coenzyme A  -> 3 Water + 4 Nicotinamide adenine dinucleotide phosphate + carbon dioxide + Coenzyme A + clupanodonyl CoA "
FAH1,"Fatty acid omega-hydroxylase",(CYP4A11),"Cytochrome metabolism","O2 + proton + Nicotinamide adenine dinucleotide phosphate - reduced + laurate  -> Water + Nicotinamide adenine dinucleotide phosphate + omega hydroxy dodecanoate (n-C12:0) "
FAH2,"Fatty acid omega-hydroxylase",(CYP4A11),"Cytochrome metabolism","O2 + proton + Nicotinamide adenine dinucleotide phosphate - reduced + tetradecanoate (n-C14:0)  -> Water + Nicotinamide adenine dinucleotide phosphate + omega hydroxy tetradecanoate (n-C14:0) "
FAH3,"Fatty acid omega-hydroxylase",(CYP4A11),"Cytochrome metabolism","O2 + proton + Nicotinamide adenine dinucleotide phosphate - reduced + Hexadecanoate (n-C16:0)  -> Water + Nicotinamide adenine dinucleotide phosphate + omega hydroxy hexadecanoate (n-C16:0) "
FALDH,"formaldehyde dehydrogenase",(ADH5),"Tyrosine metabolism","Nicotinamide adenine dinucleotide + formaldehyde + Reduced glutathione  <=> proton + Nicotinamide adenine dinucleotide - reduced + S-formylglutathionate(1-) "
FALDtly,"formaldehyde transport via diffusion (lysosomall)",,"Transport, lysosomal","formaldehyde  <=> formaldehyde "
FALDtm,"formaldehyde transport via diffusion (mitochondrial)",,"Transport, mitochondrial","formaldehyde  <=> formaldehyde "
FAOXC11,"Beta oxidation of long chain fatty acid",(ACADM),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + 4,8 dimethylnonanoyl-CoA  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + 2,6 dimethylheptanoyl-CoA "
FAOXC140,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","6 Water + 6 Coenzyme A + 6 Nicotinamide adenine dinucleotide + 6 Flavin adenine dinucleotide oxidized + Tetradecanoyl-CoA (n-C14:0CoA)  -> 6 proton + 6 Nicotinamide adenine dinucleotide - reduced + 7 Acetyl-CoA + 6 Flavin adenine dinucleotide reduced "
FAOXC150m,"Beta oxidation of long chain fatty acid (odd chain)",(ACADS) | (ACADM),"Fatty acid oxidation","6 Water + 6 Coenzyme A + 6 Nicotinamide adenine dinucleotide + 6 Flavin adenine dinucleotide oxidized + pentadecanoyl Coenzyme A  -> 6 proton + 6 Nicotinamide adenine dinucleotide - reduced + 6 Acetyl-CoA + Propanoyl-CoA + 6 Flavin adenine dinucleotide reduced "
FAOXC160,"Beta oxidation of long chain fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","7 Water + 7 Coenzyme A + 7 Nicotinamide adenine dinucleotide + 7 Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA)  -> 7 proton + 7 Nicotinamide adenine dinucleotide - reduced + 8 Acetyl-CoA + 7 Flavin adenine dinucleotide reduced "
FAOXC16080m,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","4 Water + 4 Coenzyme A + 4 Nicotinamide adenine dinucleotide + 4 Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA)  -> 4 proton + 4 Nicotinamide adenine dinucleotide - reduced + 4 Acetyl-CoA + 4 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC16080x,"Beta oxidation of long chain fatty acid",(ACOX1 & HSD17B4 & ACAA1) | (ACOX1 & ACAA1 & EHHADH) | (ACAA1 & ACOX1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","4 Nicotinamide adenine dinucleotide + 4 Coenzyme A + Palmitoyl-CoA (n-C16:0CoA) + 4 O2 + 4 Water  -> 4 proton + 4 Nicotinamide adenine dinucleotide - reduced + 4 Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) + 4 Hydrogen peroxide "
FAOXC161802m,"Beta oxidation  fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","4 Water + 4 Coenzyme A + 4 Nicotinamide adenine dinucleotide + 3 Flavin adenine dinucleotide oxidized + trans-Hexadec-2-enoyl-CoA  -> 4 proton + 4 Nicotinamide adenine dinucleotide - reduced + 4 Acetyl-CoA + 3 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC16180m,"Beta oxidation  fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","4 Water + 4 Coenzyme A + 4 Nicotinamide adenine dinucleotide + 3 Flavin adenine dinucleotide oxidized + Hexadecenoyl-CoA (n-C16:1CoA)  -> 4 proton + 4 Nicotinamide adenine dinucleotide - reduced + 4 Acetyl-CoA + 3 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC170m,"Beta oxidation of long chain fatty acid (odd chain)",(ACADM),"Fatty acid oxidation","7 Water + 7 Coenzyme A + 7 Nicotinamide adenine dinucleotide + 7 Flavin adenine dinucleotide oxidized + heptadecanoyl coa  -> 7 proton + 7 Nicotinamide adenine dinucleotide - reduced + 7 Acetyl-CoA + Propanoyl-CoA + 7 Flavin adenine dinucleotide reduced "
FAOXC180,"Beta oxidation of long chain fatty acid",(ACADM) | (ACADM) | (ACADS) | (ACADS),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + Flavin adenine dinucleotide oxidized + Stearoyl-CoA (n-C18:0CoA)  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Flavin adenine dinucleotide reduced + Palmitoyl-CoA (n-C16:0CoA) "
FAOXC180x,"Beta oxidation of long chain fatty acid",(ACOX1 & HSD17B4 & ACAA1) | (ACOX1 & ACAA1 & EHHADH) | (ACAA1 & ACOX1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + Stearoyl-CoA (n-C18:0CoA)  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA) + Hydrogen peroxide "
FAOXC1811601m,"Beta oxidation  fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + 4 Flavin adenine dinucleotide oxidized + trans-Octadec-2-enoyl-CoA  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 4 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC1811602m,"Beta oxidation  fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + 4 Flavin adenine dinucleotide oxidized + vaccenyl coenzyme A  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 4 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC1811603m,"Beta oxidation  fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + 4 Flavin adenine dinucleotide oxidized + Octadecenoyl-CoA (n-C18:1CoA)  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 4 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC182806m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + 3 Flavin adenine dinucleotide oxidized + linoleic coenzyme A  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 3 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC18280m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + 3 Flavin adenine dinucleotide oxidized + linoelaidyl coenzyme A  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 3 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC183803m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + 2 Flavin adenine dinucleotide oxidized + alpha-Linolenoyl-CoA  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 2 Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC183806m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","2 O2 + 5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + gamma-linolenoyl-CoA(4-)  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + 2 Hydrogen peroxide + Octanoyl-CoA (n-C8:0CoA) "
FAOXC183806x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1) | (ACOX1 & ACAA1 & EHHADH),"Fatty acid oxidation","5 Nicotinamide adenine dinucleotide + 5 Coenzyme A + 2 O2 + 5 Water + gamma-linolenoyl-CoA(4-)  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) + 2 Hydrogen peroxide "
FAOXC18480m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","5 Water + 5 Coenzyme A + 5 Nicotinamide adenine dinucleotide + Flavin adenine dinucleotide oxidized + stearidonyl coenzyme A  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + Flavin adenine dinucleotide reduced + Octanoyl-CoA (n-C8:0CoA) "
FAOXC18480x,"Beta oxidation of long chain fatty acid",(ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","5 Nicotinamide adenine dinucleotide + 5 Coenzyme A + O2 + 5 Water + stearidonyl coenzyme A  -> 5 proton + 5 Nicotinamide adenine dinucleotide - reduced + 5 Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) + Hydrogen peroxide "
FAOXC200180m,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + Flavin adenine dinucleotide oxidized + arachidyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Flavin adenine dinucleotide reduced + Stearoyl-CoA (n-C18:0CoA) "
FAOXC200180x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & ACAA1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + arachidyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + Stearoyl-CoA (n-C18:0CoA) "
FAOXC2031836m,"Beta oxidation of fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + Flavin adenine dinucleotide oxidized + dihomo-gamma-linolenyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Flavin adenine dinucleotide reduced + gamma-linolenoyl-CoA(4-) "
FAOXC204,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADS) | (ACADM) | (ACADM),"Fatty acid oxidation","9 Water + 9 Coenzyme A + 9 Nicotinamide adenine dinucleotide + 5 Flavin adenine dinucleotide oxidized + arachidonoyl-CoA(4-)  -> 9 proton + 9 Nicotinamide adenine dinucleotide - reduced + 10 Acetyl-CoA + 5 Flavin adenine dinucleotide reduced "
FAOXC204184m,"Beta oxidation  fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + Flavin adenine dinucleotide oxidized + eicosatetranoyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Flavin adenine dinucleotide reduced + stearidonyl coenzyme A "
FAOXC2051843m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + timnodonyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + stearidonyl coenzyme A "
FAOXC2051843x,"Beta oxidation of long chain fatty acid",(ACAA1 & ACOX1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1) | (ACOX1 & ACAA1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + Water + timnodonyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + stearidonyl coenzyme A "
FAOXC2242046m,"Beta oxidation of long chain fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + Flavin adenine dinucleotide oxidized + adrenyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Flavin adenine dinucleotide reduced + arachidonoyl-CoA(4-) "
FAOXC2242046x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & ACAA1 & EHHADH) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + adrenyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + arachidonoyl-CoA(4-) "
FAOXC2251836m,"Beta oxidation of fatty acid",(ACADM) | (ACADS),"Fatty acid oxidation","2 Water + 2 Coenzyme A + 2 Nicotinamide adenine dinucleotide + docosa-4,7,10,13,16-pentaenoyl coenzyme A  -> 2 proton + 2 Nicotinamide adenine dinucleotide - reduced + 2 Acetyl-CoA + gamma-linolenoyl-CoA(4-) "
FAOXC2251836x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & ACAA1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH),"Fatty acid oxidation","2 Nicotinamide adenine dinucleotide + 2 Coenzyme A + 2 Water + docosa-4,7,10,13,16-pentaenoyl coenzyme A  -> 2 proton + 2 Nicotinamide adenine dinucleotide - reduced + 2 Acetyl-CoA + gamma-linolenoyl-CoA(4-) "
FAOXC2252053m,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","O2 + Water + Coenzyme A + Nicotinamide adenine dinucleotide + docosa-4,7,10,13,16-pentaenoyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + timnodonyl coenzyme A "
FAOXC2252053x,"Beta oxidation of long chain fatty acid",(ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + docosa-4,7,10,13,16-pentaenoyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + timnodonyl coenzyme A "
FAOXC226,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","10 Water + 10 Coenzyme A + 10 Nicotinamide adenine dinucleotide + 4 Flavin adenine dinucleotide oxidized + cervonyl coenzyme A  -> 10 proton + 10 Nicotinamide adenine dinucleotide - reduced + 11 Acetyl-CoA + 4 Flavin adenine dinucleotide reduced "
FAOXC226205m,"Beta oxidation of long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","Water + Coenzyme A + Nicotinamide adenine dinucleotide + cervonyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + timnodonyl coenzyme A "
FAOXC226205x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + Water + cervonyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + timnodonyl coenzyme A "
FAOXC240200x,"Beta oxidation of long chain fatty acid",(ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","2 Nicotinamide adenine dinucleotide + 2 Coenzyme A + 2 O2 + 2 Water + lignocericyl coenzyme A  -> 2 proton + 2 Nicotinamide adenine dinucleotide - reduced + 2 Acetyl-CoA + 2 Hydrogen peroxide + arachidyl coenzyme A "
FAOXC241181x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & ACAA1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH),"Fatty acid oxidation","3 Nicotinamide adenine dinucleotide + 3 Coenzyme A + 3 O2 + 3 Water + nervonyl coenzyme A  -> 3 proton + 3 Nicotinamide adenine dinucleotide - reduced + 3 Acetyl-CoA + 3 Hydrogen peroxide + Octadecenoyl-CoA (n-C18:1CoA) "
FAOXC2442246x,"Beta oxidation of long chain fatty acid",(ACOX1 & HSD17B4 & ACAA1) | (ACOX1 & ACAA1 & EHHADH) | (ACAA1 & ACOX1 & EHHADH) | (HSD17B4 & ACAA1 & ACOX1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + tetracosatetraenoyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + adrenyl coenzyme A "
FAOXC2452253x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + tetracosapentaenoyl coenzyme A, n-3  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + clupanodonyl CoA "
FAOXC2452256x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + tetracosapentaenoyl coenzyme A, n-6  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + docosa-4,7,10,13,16-pentaenoyl coenzyme A "
FAOXC246226x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH) | (ACOX1 & ACAA1 & EHHADH),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + tetracosahexaenoyl coenzyme A  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + cervonyl coenzyme A "
FAOXC260240x,"Beta oxidation of long chain fatty acid",(HSD17B4 & ACAA1 & ACOX1) | (ACOX1 & ACAA1 & EHHADH) | (ACOX1 & HSD17B4 & ACAA1) | (ACAA1 & ACOX1 & EHHADH),"Fatty acid oxidation","Nicotinamide adenine dinucleotide + Coenzyme A + O2 + Water + Hexacosanoyl-CoA (n-C26:0CoA)  -> proton + Nicotinamide adenine dinucleotide - reduced + Acetyl-CoA + Hydrogen peroxide + lignocericyl coenzyme A "
FAOXC80,"Beta oxidation of med/long chain fatty acid",(ACADS) | (ACADM),"Fatty acid oxidation","3 Water + 3 Coenzyme A + 3 Nicotinamide adenine dinucleotide + 3 Flavin adenine dinucleotide oxidized + Octanoyl-CoA (n-C8:0CoA)  -> 3 proton + 3 Nicotinamide adenine dinucleotide - reduced + 4 Acetyl-CoA + 3 Flavin adenine dinucleotide reduced "
