Var1,Var2
nad[e],"Nicotinamide Adenine Dinucleotide"
nadp[e],"Nicotinamide Adenine Dinucleotide Phosphate"
ncam[e],"Nicotinamide"
nifedipine[e],"Nifedipine"
no[e],"Nitric Oxide"
npthl[e],"Naphthalene"
nrpphr[e],"Norepinephrine"
nrpphrsf[e],"Sulfate Derivative Of Norepinephrine"
nrvnc[e],"Nervonic Acid"
o2s[e],"Superoxide"
oagd3_hs[e],"9-O-Acetylated Gd3"
oagt3_hs[e],"9-O-Acetylated Gt3"
ocdca[e],"Octadecanoate (N-C18:0)"
ocdcea[e],"Octadecenoate (N-C18:1)"
octa[e],"Octanoate (N-C8:0)"
omeprazole[e],"Omeprazole"
onpthl[e],"Naphthalene Epoxide"
paf_hs[e],"1-Alkyl 2-Acteylglycerol 3-Phosphocholine"
pchol_hs[e],"Phosphatidylcholine"
pe_hs[e],"Phosphatidylethanolamine"
peplys[e],"Peptidyl-L-Lysine"
perillyl[e],"Perillyl Alcohol"
pglyc_hs[e],"Phosphatidylglycerol"
pheacgln[e],"(2S)-4-Carbamoyl-2-(2-Phenylacetamido)Butanoate"
phyQ[e],"Phylloquinone"
phyt[e],"Phytanate"
prgstrn[e],"Progesterone"
pro_D[e],"D-Proline"
prostgd2[e],"Prostaglandin D2"
prostge1[e],"Prostaglandin E1"
prostge2[e],"Prostaglandin E2"
prostgf2[e],"Prostaglandin F2Alpha"
ps_hs[e],"Phosphatidylserine"
ptdca[e],"Pentadecanoic Acid"
rbt[e],"D-Ribitol"
retfa[e],"Fatty Acid Retinol"
retinol[e],"Retinol"
retinol_9_cis[e],"9-Cis-Retinol"
retinol_cis_11[e],"11-Cis-Retinol"
retn[e],"All-Trans-Retinoate"
retnglc[e],"Retinoyl Glucuronide"
Rtotal[e],"R Total"
Rtotal2[e],"R Total 2 Position"
Rtotal3[e],"R Total 3 Position"
s2l2fn2m2masn[e],"Pa6"
s2l2n2m2masn[e],"De-Fuc Form Of Pa6"
sarcs[e],"Sarcosine"
ser_D[e],"D-Serine"
sl_L[e],"(S)-3-Sulfonatolactate"
spc_hs[e],"Sphingosylphosphorylcholine"
sph1p[e],"(2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate"
sphs1p[e],"Sphingosine 1-Phosphate"
srtn[e],"Serotonin"
strdnc[e],"Stearidonic Acid C18:4, N-3"
tag_hs[e],"Triglyceride"
tagat_D[e],"D-Tagatose"
taxol[e],"Paclitaxel"
tchola[e],"Taurocholic acid"
tcynt[e],"Thiocyanate"
tdchola[e],"Taurochenodeoxycholate"
tethex3[e],"6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoic Acid"
tetpent3[e],"9Z,12Z,15Z,18Z,21Z-Tetracosapentaenoic Acid"
tetpent6[e],"6Z,9Z,12Z,15Z,18Z-Tetracosapentaenoic Acid"
tettet6[e],"9Z,12Z,15Z,18Z-Tetracosatetraenoic Acid"
thf[e],"5,6,7,8-Tetrahydrofolate"
thmmp[e],"Thiamin Monophosphate"
thmtp[e],"Thiamine-Triphosphate"
thym[e],"Thymine"
thyox_L[e],"L-Thyroxine"
tmndnc[e],"Timnodonic Acid C20:5, N-3"
tolbutamide[e],"Tolbutamide"
triodthy[e],"3,3,5-Triiodo-L-Thyronine"
triodthysuf[e],"Triiodothyronine Sulfate"
tststerone[e],"Testosterone"
tststeroneglc[e],"Testosterone 3-Glucosiduronic Acid"
tststerones[e],"Testosterone Sulfate"
tsul[e],"Thiosulfate"
ttdca[e],"Tetradecanoic Acid"
txa2[e],"Thromboxane A2"
tymsf[e],"Tyramine O-Sulfate"
Tyr_ggn[e],"Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)"
udp[e],"Uridine Diphosphate"
ump[e],"Uridine-5'-Monophosphate"
urate[e],"Urate"
utp[e],"Uridine-5'-TrIphosphate"
vacc[e],"Vaccenic Acid"
vitd3[e],"Calciol"
whddca[e],"Omega Hydroxy Dodecanoate (N-C12:0)"
whhdca[e],"Omega Hydroxy Hexadecanoate (N-C16:0)"
whtststerone[e],"W Hydroxy Testosterone"
whttdca[e],"Omega Hydroxy Tetradecanoate (N-C14:0)"
xolest_hs[e],"Cholesterol Ester"
xolest2_hs[e],"Cholesterol Ester"
xoltri24[e],"(24S)-7Alpha,24-Dihydroxycholesterol"
xoltri25[e],"7Alpha,25-Dihydroxycholesterol"
xoltri27[e],"7Alpha,27-Dihydroxycholesterol"
xylt[e],"Xylitol"
yvite[e],"(+)-Gama-Tocopherol"
f1a[g],"F1Alpha"
f1a[l],"F1Alpha"
fuc1p_L[c],"L-Fucose 1-Phosphate"
gdpfuc[c],"Guanosine-5'-Diphosphate-L-Fucose"
gdp[g],"Guanosine-5'-Diphosphate"
gdpfuc[g],"Guanosine-5'-Diphosphate-L-Fucose"
ddca[c],"Dodecanoic Acid"
ttdca[c],"Tetradecanoic Acid"
ttdcea[c],"9E-Tetradecenoic Acid (N-C14:1)"
hdca[c],"Hexadecanoate (N-C16:0)"
hdcea[c],"Hexadecenoate (N-C16:1)"
ocdca[c],"Octadecanoate (N-C18:0)"
ocdcea[c],"Octadecenoate (N-C18:1)"
lnlc[c],"Linoleate"
lneldc[c],"Linoelaidic Acid (All Trans C18:2)"
ptdca[c],"Pentadecanoic Acid"
ptdcacoa[c],"Pentadecanoyl Coenzyme A"
hpdca[c],"Margaric Acid"
hpdcacoa[c],"Heptadecanoyl Coenzyme A"
vacc[c],"Vaccenic Acid"
lnlncg[c],"Gamma-Linolenate"
lnlnca[c],"Alpha-Linolenate"
strdnc[c],"Stearidonic Acid C18:4, N-3"
pristcoa[c],"Pristanoyl Coenzyme A"
tmndnc[c],"Timnodonic Acid C20:5, N-3"
phyt[c],"Phytanate"
phytcoa[c],"Phytanoyl Coenzyme A"
lgnc[c],"Lignocerate"
nrvnc[c],"Nervonic Acid"
tettet6[c],"9Z,12Z,15Z,18Z-Tetracosatetraenoic Acid"
tetpent6[c],"6Z,9Z,12Z,15Z,18Z-Tetracosapentaenoic Acid"
tetpent3[c],"9Z,12Z,15Z,18Z,21Z-Tetracosapentaenoic Acid"
tethex3[c],"6Z,9Z,12Z,15Z,18Z,21Z-Tetracosahexaenoic Acid"
hexc[c],"Cerotic Acid"
occoa[c],"Octanoyl Coenzyme A (N-C8:0 Coenzyme A)"
octa[c],"Octanoate (N-C8:0)"
malcoa[c],"Malonyl Coenzyme A"
whddca[c],"Omega Hydroxy Dodecanoate (N-C12:0)"
whttdca[c],"Omega Hydroxy Tetradecanoate (N-C14:0)"
whhdca[c],"Omega Hydroxy Hexadecanoate (N-C16:0)"
fald[c],"Formaldehyde"
Sfglutth[c],"S-Formylglutathionate"
fald[l],"Formaldehyde"
tdcoa[m],"Myristoyl Coenzyme A"
ptdcacoa[m],"Pentadecanoyl Coenzyme A"
occoa[m],"Octanoyl Coenzyme A (N-C8:0 Coenzyme A)"
hpdcacoa[m],"Heptadecanoyl Coenzyme A"
stcoa[x],"Stearoyl Coenzyme A (N-C18:0 Coenzyme A)"
octd11ecoa[m],"11-Octadecenoyl Coenzyme A"
lnlccoa[m],"Linoleic Coenzyme A"
lneldccoa[m],"(6Z,9Z)-Octadecadienoyl Coenzyme A"
lnlncacoa[m],"Alpha-Linolenoyl Coenzyme A"
lnlncgcoa[m],"Gamma-Linolenoyl Coenzyme A"
lnlncgcoa[x],"Gamma-Linolenoyl Coenzyme A"
strdnccoa[m],"Stearidonoyl Coenzyme A"
strdnccoa[x],"Stearidonoyl Coenzyme A"
tmndnccoa[m],"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A"
tmndnccoa[x],"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A"
odecoa[x],"Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A)"
nrvnccoa[x],"Cis-15-Tetracosenoyl Coenzyme A"
tettet6coa[x],"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A"
tetpent3coa[x],"(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl Coenzyme A"
tetpent6coa[x],"Tetracosa-6,9,12,15,18-All-Cis-Pentaenoyl Coenzyme A"
tethex3coa[x],"Tetracosa-6,9,12,15,18,21-All-Cis-Hexaenoyl Coenzyme A"
hexccoa[x],"Hexacosanoyl Coenzyme A"
dcacoa[c],"Decanoyl Coenzyme A (N-C10:0 Coenzyme A)"
ddcacoa[c],"Lauroyl Coenzyme A"
xu1p_D[c],"D-Xylulose 1-Phosphate"
gcald[c],"Glycolaldehyde"
glyald[c],"D-Glyceraldehyde"
tag1p_D[c],"D-Tagatose 1-Phosphate"
f6p[c],"D-Fructose 6-Phosphate"
f26bp[c],"Beta-D-Fructofuranose 2,6-Bisphosphate"
fe2[m],"Iron (Fe2+)"
pheme[m],"Protoheme"
ppp9[m],"Protoporphyrin"
formcoa[c],"Formyl Coenzyme A"
fe2[e],"Iron (Fe2+)"
fe2[c],"Iron (Fe2+)"
fe3[e],"Iron (Fe3+)"
fuc_L[c],"L-Fucose"
Lfmkynr[c],"N-Formyl-L-Kynurenine"
Lkynr[c],"L-Kynurenine"
fol[c],"Folate"
fol[e],"Folate"
formcoa[x],"Formyl Coenzyme A"
for[m],"Formate"
for[r],"Formate"
5dhf[m],"Pentaglutamyl Folate (Dhf)"
thf[m],"5,6,7,8-Tetrahydrofolate"
frdp[x],"Farnesyl Diphosphate"
frdp[r],"Farnesyl Diphosphate"
fru[e],"D-Fructose"
fru[c],"D-Fructose"
thf[c],"5,6,7,8-Tetrahydrofolate"
fuc13galacglcgal14acglcgalgluside_hs[c],"Iii3Fuc-Nlc6Cer"
fuc13galacglcgal14acglcgalgluside_hs[g],"Iii3Fuc-Nlc6Cer"
fuc14galacglcgalgluside_hs[c],"Lea Glycolipid"
fuc14galacglcgalgluside_hs[g],"Lea Glycolipid"
fucacgalfucgalacglcgalgluside_hs[c],"(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1"
fucacgalfucgalacglcgalgluside_hs[g],"(Gal)2 (GalNac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1"
fucacngal14acglcgalgluside_hs[c],"Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer"
fucacngal14acglcgalgluside_hs[g],"Iv3-A-Neuac,Iii3-A-Fuc-Nlc4Cer"
fucacngalacglcgalgluside_hs[c],"Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer"
fucacngalacglcgalgluside_hs[g],"Iv3-A-Neu5Ac,Iii4-A-Fuc-Lc4Cer"
fuc_L[l],"L-Fucose"
ksi[l],"Keratan Sulfate I"
ksi_deg1[l],"Keratan Sulfate I, Degradation Product 1"
s2l2fn2m2masn[l],"Pa6"
s2l2n2m2masn[l],"De-Fuc Form Of Pa6"
fucfuc12gal14acglcgalgluside_hs[c],"Ley Glycolipid"
fucfuc12gal14acglcgalgluside_hs[g],"Ley Glycolipid"
fucfuc132galacglcgal14acglcgalgluside_hs[c],"V3Fuc,Iii3Fuc-Nlc6Cer"
fucfuc132galacglcgal14acglcgalgluside_hs[g],"V3Fuc,Iii3Fuc-Nlc6Cer"
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c],"(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1"
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],"(Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1"
fucfucfucgalacglcgal14acglcgalgluside_hs[c],"(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1"
fucfucfucgalacglcgal14acglcgalgluside_hs[g],"(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1"
fucfucgalacglcgalgluside_hs[c],"Leb Glycolipid"
fucfucgalacglcgalgluside_hs[g],"Leb Glycolipid"
fucgal14acglcgalgluside_hs[c],"Lacto-N-Fucopentaosyl Iii Ceramide"
fucgal14acglcgalgluside_hs[g],"Lacto-N-Fucopentaosyl Iii Ceramide"
fucgalfucgalacglcgalgluside_hs[c],"(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1"
fucgalfucgalacglcgalgluside_hs[g],"(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1"
fucgalgbside_hs[c],"Fucosyl Galactosylgloboside"
fucgalgbside_hs[g],"Fucosyl Galactosylgloboside"
4fumacac[c],"4-Fumarylacetoacetate"
fum[m],"Fumarate"
so4[m],"Sulfate"
so4[c],"Sulfate"
tsul[m],"Thiosulfate"
tsul[c],"Thiosulfate"
acngalacglcgalgluside_hs[g],"(Gal)3 (Glc)1 (GlcNac)1 (Cer)1"
fucgalacglc13galacglcgal14acglcgalgluside_hs[g],"(Gal)4 (Glc)1 (GlcNac)3 (LFuc)1 (Cer)1"
fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g],"(Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1"
acngal14acglcgalgluside_hs[g],"Alpha-N-Acetylneuraminyl-2,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-D-Glucosylceramide"
fucfucgalacglcgal14acglcgalgluside_hs[g],"(Gal)3 (Glc)1 (GlcNac)2 (LFuc)2 (Cer)1"
fuc132galacglcgal14acglcgalgluside_hs[g],"V3Fuc-Nlc6Cer"
ksii_core4_pre1[g],"Keratan Sulfate Ii Biosynthesis, Precursor 1"
ksii_core4_pre6[g],"Keratan Sulfate Ii Biosynthesis, Precursor 6"
ksii_core4_pre9[g],"Keratan Sulfate Ii Biosynthesis, Precursor 9"
ksii_core4_pre10[g],"Keratan Sulfate Ii Biosynthesis, Precursor 10"
ksii_core2_pre1[g],"Keratan Sulfate Ii Biosynthesis, Precursor 1"
ksii_core2_pre6[g],"Keratan Sulfate Ii Biosynthesis, Precursor 6"
ksii_core2_pre9[g],"Keratan Sulfate Ii Biosynthesis, Precursor 9"
ksii_core2_pre10[g],"Keratan Sulfate Ii Biosynthesis, Precursor 10"
glyc3p[c],"Glycerol 3-Phosphate"
glu5sa[m],"L-Glutamate 5-Semialdehyde"
1pyr5c[m],"1-Pyrroline-5-Carboxylate"
glu5p[m],"L-Glutamate 5-Phosphate"
6pgl[r],"6-Phospho-D-Glucono-1,5-Lactone"
g6p[c],"D-Glucose 6-Phosphate"
gudac[c],"Guanidinoacetic Acid"
gacpail_hs[c],"Glucosaminyl-Acylphosphatidylinositol"
gacpail_hs[r],"Glucosaminyl-Acylphosphatidylinositol"
paps[g],"3'-Phosphoadenylyl Sulfate"
pap[g],"Adenosine 3,5-Bismonophosphate"
sgalside_hs[g],"Sulfatide Galactocerebroside"
galside_hs[g],"D-Galactosyl-N-Acylsphingosine"
galacglcgalgbside_hs[c],"Gal-GlcNac-Gal Globoside"
gal[l],"D-Galactose"
ksi_deg26[l],"Keratan Sulfate I, Degradation Product 26"
ksi_deg27[l],"Keratan Sulfate I, Degradation Product 27"
ksi_deg29[l],"Keratan Sulfate I, Degradation Product 29"
ksi_deg30[l],"Keratan Sulfate I, Degradation Product 30"
ksi_deg32[l],"Keratan Sulfate I, Degradation Product 32"
ksi_deg33[l],"Keratan Sulfate I, Degradation Product 33"
ksi_deg35[l],"Keratan Sulfate I, Degradation Product 35"
ksi_deg36[l],"Keratan Sulfate I, Degradation Product 36"
ksi_deg38[l],"Keratan Sulfate I, Degradation Product 38"
ksi_deg39[l],"Keratan Sulfate I, Degradation Product 39"
ksi_deg40[l],"Keratan Sulfate I, Degradation Product 40"
ksi_deg41[l],"Keratan Sulfate I, Degradation Product 41"
ksii_core2_deg2[l],"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 2"
ksii_core2_deg3[l],"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 3"
ksii_core2_deg5[l],"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 5"
ksii_core2_deg6[l],"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 6"
ksii_core2_deg8[l],"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 8"
ksii_core2_deg9[l],"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 9"
core6[l],"Core 6"
l2n2m2mn[l],"De-Fuc, Reducing GlcNac Removed, De-Sia Form Of Pa6 (W/O Peptide Linkage)"
ksii_core4_deg2[l],"Keratan Sulfate Ii (Core 4-Linked), Degradation Product 2"
ksii_core4_deg3[l],"Keratan Sulfate Ii (Core 4-Linked), Degradation Product 3"
ksi_deg5[l],"Keratan Sulfate I, Degradation Product 5"
ksi_deg6[l],"Keratan Sulfate I, Degradation Product 6"
ksi_deg8[l],"Keratan Sulfate I, Degradation Product 8"
ksi_deg9[l],"Keratan Sulfate I, Degradation Product 9"
ksi_deg11[l],"Keratan Sulfate I, Degradation Product 11"
ksi_deg12[l],"Keratan Sulfate I, Degradation Product 12"
ksi_deg14[l],"Keratan Sulfate I, Degradation Product 14"
ksi_deg15[l],"Keratan Sulfate I, Degradation Product 15"
ksi_deg17[l],"Keratan Sulfate I, Degradation Product 17"
ksi_deg18[l],"Keratan Sulfate I, Degradation Product 18"
ksi_deg20[l],"Keratan Sulfate I, Degradation Product 20"
ksi_deg21[l],"Keratan Sulfate I, Degradation Product 21"
ksi_deg23[l],"Keratan Sulfate I, Degradation Product 23"
ksi_deg24[l],"Keratan Sulfate I, Degradation Product 24"
galfuc12gal14acglcgalgluside_hs[c],"(Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1"
galfucgalacglcgal14acglcgalgluside_hs[c],"(Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1"
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c],"(Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1"
galgalgalthcrm_hs[c],"Gal-Gal-Gal-Gal-Gal-Glc-Cer"
galgluside_hs[l],"Galactosyl Glucosyl Ceramide"
gm3_hs[g],"Alpha-N-Acetylneuraminosyl-(2->3)-Beta-D-Galactosyl-(1->4)-Beta-D-Glucosylceramide"
gd3_hs[g],"Gd3"
gt3_hs[g],"Gt3"
cs_hs_linkage[g],"Chondroitin Sulfate/Heparan Sulfate Linkage Region (Glca-(Gal)2-Xyl-L-Ser (Protein))"
cs_pre[g],"Chondroitin Sulfate Precursor (GalNac-Glca-(Gal)2-Xyl-L-Ser (Protein))"
cs_a_b_pre2[g],"Chondroitin Sulfate A (GalNac4S-Glca) And B (Idoa2S-GalNac4S), Precursor 2"
cs_a_b_pre3[g],"Chondroitin Sulfate A (GalNac4S-Glca) And B (Idoa2S-GalNac4S), Precursor 3"
cs_c_pre2[g],"Chondroitin Sulfate C (GalNac6S-Glca), Precursor 2"
cs_c_pre3[g],"Chondroitin Sulfate C (GalNac6S-Glca), Precursor 3"
cs_d_pre3[g],"Chondroitin Sulfate D (GlcNac6S-Glca2S), Precursor 3"
cs_d_pre4[g],"Chondroitin Sulfate D (GlcNac6S-Glca2S), Precursor 4"
cs_e_pre3[g],"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 3"
cs_e_pre4[g],"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 4"
Ser_Thr[g],"Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)"
gal[c],"D-Galactose"
galt[c],"Galactitol"
galside_hs[c],"D-Galactosyl-N-Acylsphingosine"
gal[e],"D-Galactose"
lxser[g],"Gal-Xyl-L-Ser (Protein)"
l2xser[g],"(Gal)2-Xyl-L-Ser (Protein)"
xser[g],"Xyl-L-Ser (Protein)"
gam[e],"D-Glucosamine"
gam[c],"D-Glucosamine"
malt[e],"Maltose"
oagd3_hs[c],"9-O-Acetylated Gd3"
gd3_hs[c],"Gd3"
oagd3_hs[g],"9-O-Acetylated Gd3"
oagt3_hs[c],"9-O-Acetylated Gt3"
gt3_hs[c],"Gt3"
oagt3_hs[g],"9-O-Acetylated Gt3"
gar[c],"N1-(5-Phospho-D-Ribosyl)Glycinamide"
fgam[c],"N2-Formyl-N1-(5-Phospho-D-Ribosyl)Glycinamide"
n2m2nmasn[l],"N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,3-(N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,6)-(N-Acetyl-Beta-D-Glucosaminyl-1,4)-Beta-D-Mannosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-R"
glc_D[l],"D-Glucose"
gluside_hs[l],"D-Glucosyl-N-Acylsphingosine"
gbside_hs[c],"Globoside"
gbside_hs[l],"Globoside"
gcald[m],"Glycolaldehyde"
glyclt[m],"Glycolate"
lpam[m],"Lipoamide"
alpam[m],"S-Aminomethyldihydrolipoamide"
mlthf[m],"5,10-Methylenetetrahydrofolate"
dhlam[m],"Dihydrolipoamide"
lpro[m],"Lipoylprotein"
alpro[m],"S-Aminomethyldihydrolipoylprotein"
dhlpro[m],"Dihydrolipolprotein"
gchola[c],"Glycocholate"
gd1b2_hs[c],"Gd1Beta"
gd1b2_hs[g],"Gd1Beta"
gd1c_hs[c],"Gd1C"
gd1c_hs[g],"Gd1C"
gmp[g],"Guanosine-5'-Monophosphate"
gmp[c],"Guanosine-5'-Monophosphate"
gdpddman[c],"Guanosine-5'-Diphosphate-4-Dehydro-6-Deoxy-Alpha-D-Mannose"
glu_L[l],"L-Glutamate"
thf[l],"5,6,7,8-Tetrahydrofolate"
5oxpro[c],"5-Oxoprolinate"
Tyr_ggn[c],"Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)"
udpg[c],"Uridine-5'-Diphosphate-Glucose"
ggn[c],"Primed Glycogenin (Glycogenin-8[1,4-Glc])"
ttc_ggdp[c],"Trans,Trans,Cis-Geranylgeranyl Diphosphate"
glu_L[r],"L-Glutamate"
leuktrC4[r],"Leukotriene C4"
leuktrD4[r],"Leukotriene D4"
leuktrE4[c],"Leukotriene E4"
leuktrF4[c],"Leukotriene F4"
ser_L[m],"L-Serine"
3htmelys[c],"3-Hydroxy-N6,N6,N6-Trimethyl-L-Lysine"
4tmeabut[c],"4-Trimethylammoniobutanal"
glac[c],"D-Glucurono-6,3-Lactone"
glcr[c],"D-Glucarate"
glac[r],"D-Glucurono-6,3-Lactone"
glygn2[c],"Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})"
glygn1[c],"Glycogen, Structure 1 (Glycogenin-11[1,4-Glc])"
hs_deg9[l],"Heparan Sulfate, Degradation Product 9"
glcur[l],"D-Glucuronate"
hs_deg10[l],"Heparan Sulfate, Degradation Product 10"
cs_a_deg2[l],"Chondroitin Sulfate A (GalNac4S-Glca), Degradation Product 2"
cs_a_deg3[l],"Chondroitin Sulfate A (GalNac4S-Glca), Degradation Product 3"
cs_c_deg2[l],"Chondroitin Sulfate C (GalNac6S-Glca), Degradation Product 2"
cs_c_deg3[l],"Chondroitin Sulfate C (GalNac6S-Glca), Degradation Product 3"
cs_d_deg3[l],"Chondroitin Sulfate D (GlcNac6S-Glca2S), Degradation Product 3"
cs_d_deg4[l],"Chondroitin Sulfate D (GlcNac6S-Glca2S), Degradation Product 4"
cs_e_deg3[l],"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Degradation Product 3"
cs_e_deg4[l],"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Degradation Product 4"
ha[l],"Hyaluronan"
ha_deg1[l],"Hyaluronan Degradation Product 1"
ha_pre1[l],"Hyaluronan Biosynthesis, Precursor 1"
cs_b_pre4[g],"Chondroitin Sulfate B (Idoa2S-GalNac4S), Precursor 4"
hs_pre10[g],"(Glcn2S-Glca)4-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_pre11[g],"(Glcn2S-Idoa-Glcn2S-Glca)2-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
cs_a_b_e_pre1[g],"Chondroitin Sulfate A (GalNac4S-Glca), B (Idoa2S-GalNac4S), And E (GalNac4,6Dis-Glca), Precursor 1"
udpglcur[g],"Uridine-5'-Diphosphate-Glucuronate"
cs_c_d_e_pre1[g],"Chondroitin Sulfate C (GalNac6S-Glca) And D (GlcNac6S-Glca2S), Precursor 1"
cs_d_pre2[g],"Chondroitin Sulfate D (GlcNac6S-Glca2S) Precursor 2"
cs_e_pre2[g],"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 2"
hs_pre1[g],"Heparan Sulfate, Precursor 1"
hs_pre2[g],"Heparan Sulfate, Precursor 2"
hs_pre3[g],"GlcNac-Glca-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_pre4[g],"Glca-GlcNac-Glca-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_pre5[g],"(GlcNac-Glca)2-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_pre6[g],"Glca-(GlcNac-Glca)2-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_pre7[g],"(GlcNac-Glca)3-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_pre8[g],"Glca-(GlcNac-Glca)3-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
hs_deg3[l],"Heparan Sulfate, Degradation Product 3"
hs_deg4[l],"Heparan Sulfate, Degradation Product 4"
hs_deg8[l],"Heparan Sulfate, Degradation Product 8"
hs_deg14[l],"Heparan Sulfate, Degradation Product 14"
hs_deg15[l],"Heparan Sulfate, Degradation Product 15"
hs_deg20[l],"Heparan Sulfate, Degradation Product 20"
hs_deg21[l],"Idoa2S-Beta-1,4-GlcNac(3S)-Alpha-1,4-Glca-Beta-1,3-Gal-Beta-1,3-Gal-Beta-1,4-Xylose"
hs_deg24[l],"GlcNac-Glca-(Gal)2-Xyl"
hs_deg25[l],"Glca-Beta-1,3-Gal-Beta-1,3-Gal-Beta-1,4-Xylose"
hs_pre9[g],"(GlcNac-Glca)4-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein)"
uacgam[c],"Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine"
ump[c],"Uridine-5'-Monophosphate"
glc_D[g],"D-Glucose"
glcur[c],"D-Glucuronate"
glcur[r],"D-Glucuronate"
dxtrn[c],"Phosphorylase-Limit Dextrin (Glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})"
glygn3[c],"Glycogen, Structure 3 (Glycogenin-7[1,4-Glc])"
guln[r],"L-Gulonate"
gullac[r],"L-Gulono-1,4-Lactone"
gln_L[m],"L-Glutamine"
gullac[c],"L-Gulono-1,4-Lactone"
glucys[c],"Gamma-L-Glutamyl-L-Cysteine"
5forthf[c],"5-Formiminotetrahydrofolate"
forglu[c],"N-Formimidoyl-L-Glutamate"
oxa[x],"Oxalate"
glx[c],"Glyoxylate"
glyb[e],"Glycine Betaine"
glyc3p[m],"Glycerol 3-Phosphate"
2pg[c],"2-Phospho-D-Glycerate"
glyc_R[c],"D-Glycerate"
glyclt[c],"Glycolate"
glyclt[x],"Glycolate"
glyc_S[c],"(S)-Glycerate"
glyc[c],"Glycerol"
glyc[m],"Glycerol"
gthrd[m],"Reduced Glutathione"
lgt_S[m],"(R)-S-Lactoylglutathionate"
gmp[n],"Guanosine-5'-Monophosphate"
6pgc[r],"6-Phospho-D-Gluconate"
ru5p_D[r],"D-Ribulose 5-Phosphate"
sarcs[c],"Sarcosine"
gp1calpha_hs[c],"Gp1C Alpha"
gp1calpha_hs[g],"Gp1C Alpha"
gp1c_hs[c],"Gp1C"
gp1c_hs[g],"Gp1C"
hdca[r],"Hexadecanoate (N-C16:0)"
