Model,Data,Curation,Subtype,Gene_ENTREZ,Symbol,Essentiality_Type,is_metabolic,Dependency_Score,Dependency_Probability,DepMap_ID,Average_Score
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.2578843,0.1964238,ACH-000591,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.01877709,0.04894798,ACH-000609,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.01666389,0.05588145,ACH-001172,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.08885085,0.1049605,ACH-002257,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.03499784,0.04821184,ACH-002269,-0.0507422927
Recon3D,Rahman2015,CSF,AST,5833,PCYT2 ,"NA_",Metabolic,-0.06381273,0.06921629,ACH-002304,-0.0507422927
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.9065105,0.9533653,ACH-000040,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.3338319,0.3769355,ACH-000075,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.7629517,0.8872012,ACH-000128,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.7218337,0.8813155,ACH-000137,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.6065902,0.8198419,ACH-000232,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.7491564,0.900102,ACH-000323,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-1.08357,0.9533163,ACH-000329,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.601625,0.8243535,ACH-000437,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.2257931,0.2248894,ACH-000490,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.4555657,0.4916554,ACH-000591,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.4758214,0.7293342,ACH-000609,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.1340912,0.1199672,ACH-001172,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.9063478,0.9312835,ACH-002257,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-1.165068,0.9807241,ACH-002269,-0.591524122
Recon3D,Rahman2015,CSF,AST,7296,TXNRD1 ,"NA_",Metabolic,-0.5767287,0.8400636,ACH-002304,-0.591524122
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.360009,0.36311,ACH-000040,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.3522048,0.4085859,ACH-000075,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.3927424,0.4623209,ACH-000128,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.4235865,0.5734084,ACH-000137,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.330799,0.4300025,ACH-000232,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.4751937,0.6260178,ACH-000323,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.8977462,0.9342553,ACH-000329,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.6137277,0.8334044,ACH-000437,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.4805113,0.6892237,ACH-000490,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.3458458,0.3191488,ACH-000591,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.454804,0.6978464,ACH-000609,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.1864499,0.1759146,ACH-001172,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.5244417,0.7585708,ACH-002257,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.5900146,0.9012641,ACH-002269,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,8140,SLC7A5 ,Common-Essential,Metabolic,-0.8465135,0.9647114,ACH-002304,-0.4205932488333333
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.9722628,0.9591396,ACH-000040,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.471592,0.6070732,ACH-000075,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-1.030186,0.9402207,ACH-000128,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.7316492,0.8849351,ACH-000137,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.9449535,0.9456419,ACH-000232,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-1.110952,0.9604526,ACH-000323,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.3850449,0.4762178,ACH-000329,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.9397637,0.9358481,ACH-000437,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-1.158475,0.9904603,ACH-000490,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.8779647,0.9402526,ACH-000591,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.8931903,0.9410871,ACH-000609,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-1.068666,0.9663336,ACH-001172,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-0.6120906,0.8402046,ACH-002257,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-1.030997,0.9749167,ACH-002269,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9489,PGS1 ,Common-Essential,Metabolic,-1.056766,0.9717711,ACH-002304,-0.8192801216666666
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.1389812,0.09957539,ACH-000040,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.1514486,0.1202058,ACH-000075,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,0.002866942,0.02605371,ACH-000128,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.1863747,0.1683761,ACH-000137,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.07332595,0.07228495,ACH-000232,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,0.09477854,0.008728554,ACH-000323,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.13877,0.1205903,ACH-000329,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.0900279,0.08829552,ACH-000437,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.2910079,0.3337146,ACH-000490,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.2159727,0.1484413,ACH-000591,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.0343656,0.05800062,ACH-000609,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.1495551,0.1348288,ACH-001172,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.05057694,0.07291912,ACH-002257,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.007990899,0.03557952,ACH-002269,-0.11336107528333333
Recon3D,Rahman2015,CSF,AST,9517,SPTLC2 ,"NA_",Metabolic,-0.07954202,0.08141031,ACH-002304,-0.11336107528333333
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-1.045419,0.9591573,ACH-000036,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.7931016,0.9285247,ACH-000098,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.7411038,0.8693668,ACH-000152,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8182434,0.8928565,ACH-000200,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.3734389,0.4999978,ACH-000215,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.6602337,0.8110413,ACH-000231,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9613943,0.9264201,ACH-000244,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9292835,0.9449906,ACH-000269,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.835344,0.8862091,ACH-000368,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9264233,0.8802744,ACH-000370,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.3215855,0.4525674,ACH-000376,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.6515324,0.7385807,ACH-000445,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.6869967,0.8801383,ACH-000455,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.7977446,0.8687001,ACH-000464,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-1.056414,0.9235465,ACH-000469,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.707122,0.8910096,ACH-000558,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.154409,0.121282,ACH-000570,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8985613,0.9490067,ACH-000571,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.4597218,0.6422637,ACH-000595,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.6777116,0.8673595,ACH-000622,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9101319,0.8903857,ACH-000623,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8283495,0.9081692,ACH-000634,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.5692544,0.7594346,ACH-000673,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.4384771,0.5973609,ACH-000676,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9543323,0.9202859,ACH-000738,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9340878,0.9302299,ACH-000756,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8935328,0.9236255,ACH-000760,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.5222412,0.6952758,ACH-000819,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8094123,0.8694696,ACH-000863,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.3392243,0.4104207,ACH-000887,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.5086451,0.5699734,ACH-001329,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9787725,0.9253829,ACH-001605,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8218929,0.9243524,ACH-001606,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-1.013855,0.9386641,ACH-001608,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-1.027902,0.9381735,ACH-001609,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-1.395988,0.98668,ACH-001610,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.8846946,0.923129,ACH-001611,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.4526654,0.6028639,ACH-001622,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.979621,0.9142153,ACH-001623,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.6784396,0.8044329,ACH-001624,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.634848,0.9170226,ACH-002228,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.9624476,0.9717584,ACH-002229,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10558,SPTLC1 ,Common-Essential,Metabolic,-0.7926374,0.9310459,ACH-002230,-0.7469667366666667
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.08824295,0.01632843,ACH-000036,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.02439414,0.02186463,ACH-000098,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.0425973,0.04072417,ACH-000152,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1090734,0.07620328,ACH-000200,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.07101004,0.0242691,ACH-000215,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.07448503,0.0168222,ACH-000231,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.00544733,0.02710186,ACH-000244,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.06406455,0.0126019,ACH-000269,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.17867450000000001,0.007056109,ACH-000368,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.4660281,0.3391845,ACH-000370,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.06151309,0.07265312,ACH-000376,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.03754557,0.0172034,ACH-000445,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.02056155,0.02807232,ACH-000455,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.04438007,0.06176728,ACH-000464,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.08484068,0.06636057,ACH-000469,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.2894718,0.3314194,ACH-000558,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.09335848,0.06965747,ACH-000570,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.0650629,0.08326498,ACH-000571,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.06349271,0.0742951,ACH-000595,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.07505395,0.08839351,ACH-000622,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.2388091,0.001737313,ACH-000623,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.1136323,0.005883527,ACH-000634,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.001036797,0.04715871,ACH-000673,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.03832106,0.03751586,ACH-000676,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.06425017,0.06110935,ACH-000738,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1009343,0.07036926,ACH-000756,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.09124431,0.07027427,ACH-000760,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.005722987,0.02765047,ACH-000819,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1441507,0.1174577,ACH-000863,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.06659627,0.05523667,ACH-000887,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.06636635,0.07062933,ACH-001329,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1166888,0.1062619,ACH-001605,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1403145,0.1108979,ACH-001606,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1107822,0.1000452,ACH-001608,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.04239208,0.03939194,ACH-001609,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.2581,0.1449682,ACH-001610,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.1314271,0.06727223,ACH-001611,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.02766094,0.04751786,ACH-001622,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.05283457,0.01742249,ACH-001623,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.3020867,0.298986,ACH-001624,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.01170344,0.0313447,ACH-002228,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,-0.2382038,0.2536941,ACH-002229,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,10999,SLC27A4 ,"NA_",Metabolic,0.03688124,0.02280844,ACH-002230,-0.05067605888333333
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.006010796,0.03425163,ACH-000036,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.08923775,0.07464905,ACH-000098,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.05796538,0.01517988,ACH-000152,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.1192801,0.08308224,ACH-000200,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.0786041,0.02336134,ACH-000215,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.1073749,0.01319336,ACH-000231,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.001458042,0.02606779,ACH-000244,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.1111449,0.008385957,ACH-000269,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.22865,0.005243471,ACH-000368,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.2419291,0.0983764,ACH-000370,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.03255757,0.05362133,ACH-000376,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.06088835,0.03918977,ACH-000445,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.003789328,0.03743274,ACH-000455,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.03895644,0.02440055,ACH-000464,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.1675296,0.1353413,ACH-000469,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.1560588,0.14835,ACH-000558,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.2146116,0.002394479,ACH-000570,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.05901993,0.07835316,ACH-000571,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.09786296,0.1025054,ACH-000595,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.09874398,0.01446427,ACH-000622,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.09775877,0.009525394,ACH-000623,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.01852022,0.0142387,ACH-000634,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.0440687,0.03278144,ACH-000673,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.09218543,0.008061746,ACH-000676,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.004770196,0.02809683,ACH-000738,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.1352513,0.09413281,ACH-000756,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.08465223,0.06618544,ACH-000760,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.2421976,0.2235588,ACH-000819,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.01872219,0.02427286,ACH-000863,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.06629005,0.05506054,ACH-000887,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.01736451,0.04649177,ACH-001329,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.02995177,0.02448406,ACH-001605,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.1486911,0.1188747,ACH-001606,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.08854787,0.08262721,ACH-001608,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-1.569101e-4,0.02607802,ACH-001609,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,-0.08503241,0.04471032,ACH-001610,-0.014972869258139536
Recon3D,Rahman2015,CSF,GBM,11136,SLC7A9 ,"NA_",Metabolic,0.1174366,0.00594806,ACH-001611,-0.014972869258139536
