Drugs,Subtype,TYPE2,SYMBOL
mercaptopurine,AST,Single Drug Deletion,SLC29A2
mercaptopurine,AST,Single Drug Deletion,SLC29A1
mercaptopurine,AST,Single Drug Deletion,HPRT1
mercaptopurine,AST,Single Drug Deletion,IMPDH1
mercaptopurine,AST,Single Drug Deletion,IMPDH2
mercaptopurine,AST,Single Drug Deletion,PPAT
mercaptopurine,GBM,Single Drug Deletion,AOX1
mercaptopurine,GBM,Single Drug Deletion,SLC29A2
mercaptopurine,GBM,Single Drug Deletion,SLC29A1
mercaptopurine,GBM,Single Drug Deletion,IMPDH1
mercaptopurine,GBM,Single Drug Deletion,IMPDH2
mercaptopurine,GBM,Single Drug Deletion,PPAT
mercaptopurine,ODG,Single Drug Deletion,AOX1
mercaptopurine,ODG,Single Drug Deletion,SLC29A2
mercaptopurine,ODG,Single Drug Deletion,SLC29A1
mercaptopurine,ODG,Single Drug Deletion,SLC28A3
mercaptopurine,ODG,Single Drug Deletion,HPRT1
mercaptopurine,ODG,Single Drug Deletion,IMPDH1
mercaptopurine,ODG,Single Drug Deletion,IMPDH2
mercaptopurine,ODG,Single Drug Deletion,PPAT
methazolamide,AST,Double Drug Deletion,CA5A
methazolamide,AST,Double Drug Deletion,CA5B
methazolamide,AST,Double Drug Deletion,CA12
methazolamide,AST,Double Drug Deletion,CA2
methazolamide,AST,Double Drug Deletion,CA9
methazolamide,AST,Double Drug Deletion,CA14
methazolamide,AST,Double Drug Deletion,CA6
methazolamide,AST,Double Drug Deletion,CA1
methazolamide,AST,Double Drug Deletion,CA4
methazolamide,AST,Double Drug Deletion,CA7
methazolamide,AST,Double Drug Deletion,CA13
methazolamide,AST,Double Drug Deletion,CA3
methazolamide,GBM,Double Drug Deletion,CYP2E1
methazolamide,GBM,Double Drug Deletion,CA5A
methazolamide,GBM,Double Drug Deletion,CA5B
methazolamide,GBM,Double Drug Deletion,CA12
methazolamide,GBM,Double Drug Deletion,CA2
methazolamide,GBM,Double Drug Deletion,CA9
methazolamide,GBM,Double Drug Deletion,CA14
methazolamide,GBM,Double Drug Deletion,CA6
methazolamide,GBM,Double Drug Deletion,CA1
methazolamide,GBM,Double Drug Deletion,CA4
methazolamide,GBM,Double Drug Deletion,CA7
methazolamide,GBM,Double Drug Deletion,CA13
methazolamide,GBM,Double Drug Deletion,CA3
methazolamide,ODG,Double Drug Deletion,CA5A
methazolamide,ODG,Double Drug Deletion,CA5B
methazolamide,ODG,Double Drug Deletion,CA12
methazolamide,ODG,Double Drug Deletion,CA2
methazolamide,ODG,Double Drug Deletion,CA9
methazolamide,ODG,Double Drug Deletion,CA14
methazolamide,ODG,Double Drug Deletion,CA6
methazolamide,ODG,Double Drug Deletion,CA1
methazolamide,ODG,Double Drug Deletion,CA4
methazolamide,ODG,Double Drug Deletion,CA7
methazolamide,ODG,Double Drug Deletion,CA13
methazolamide,ODG,Double Drug Deletion,CA3
ornithine,AST,Single Drug Deletion,SLC7A2
ornithine,AST,Single Drug Deletion,SLC7A1
ornithine,AST,Single Drug Deletion,SLC7A3
ornithine,AST,Single Drug Deletion,SLC25A2
ornithine,AST,Single Drug Deletion,SLC25A15
ornithine,AST,Single Drug Deletion,GATM
ornithine,AST,Single Drug Deletion,OAT
ornithine,AST,Single Drug Deletion,ODC1
ornithine,ODG,Single Drug Deletion,SLC7A2
ornithine,ODG,Single Drug Deletion,SLC7A1
ornithine,ODG,Single Drug Deletion,SLC7A3
ornithine,ODG,Single Drug Deletion,SLC25A2
ornithine,ODG,Single Drug Deletion,SLC25A15
ornithine,ODG,Single Drug Deletion,GATM
ornithine,ODG,Single Drug Deletion,OAT
ornithine,ODG,Single Drug Deletion,ODC1
resveratrol,AST,Double Drug Deletion,MAOA
resveratrol,AST,Double Drug Deletion,MAOB
resveratrol,AST,Double Drug Deletion,ALOX5
resveratrol,AST,Double Drug Deletion,CBR1
resveratrol,AST,Double Drug Deletion,SLC2A1
resveratrol,AST,Double Drug Deletion,CA5A
resveratrol,AST,Double Drug Deletion,CA5B
resveratrol,AST,Double Drug Deletion,LTA4H
resveratrol,AST,Double Drug Deletion,CA12
resveratrol,AST,Double Drug Deletion,CA2
resveratrol,AST,Double Drug Deletion,CA9
resveratrol,AST,Double Drug Deletion,CA14
resveratrol,AST,Double Drug Deletion,CA6
resveratrol,AST,Double Drug Deletion,CA1
resveratrol,AST,Double Drug Deletion,CA4
resveratrol,AST,Double Drug Deletion,CA7
resveratrol,AST,Double Drug Deletion,CA13
resveratrol,AST,Double Drug Deletion,CA3
resveratrol,AST,Double Drug Deletion,ODC1
resveratrol,GBM,Double Drug Deletion,MAOA
resveratrol,GBM,Double Drug Deletion,MAOB
resveratrol,GBM,Double Drug Deletion,ALOX5
resveratrol,GBM,Double Drug Deletion,CBR1
resveratrol,GBM,Double Drug Deletion,SLC2A1
resveratrol,GBM,Double Drug Deletion,CA5A
resveratrol,GBM,Double Drug Deletion,CA5B
resveratrol,GBM,Double Drug Deletion,LTA4H
resveratrol,GBM,Double Drug Deletion,CA12
resveratrol,GBM,Double Drug Deletion,CA2
resveratrol,GBM,Double Drug Deletion,CA9
resveratrol,GBM,Double Drug Deletion,CA14
resveratrol,GBM,Double Drug Deletion,CA6
resveratrol,GBM,Double Drug Deletion,CA1
resveratrol,GBM,Double Drug Deletion,CA4
resveratrol,GBM,Double Drug Deletion,CA7
resveratrol,GBM,Double Drug Deletion,CA13
resveratrol,GBM,Double Drug Deletion,CA3
resveratrol,GBM,Double Drug Deletion,ODC1
resveratrol,ODG,Double Drug Deletion,MAOA
resveratrol,ODG,Double Drug Deletion,MAOB
resveratrol,ODG,Double Drug Deletion,ALOX5
resveratrol,ODG,Double Drug Deletion,CBR1
resveratrol,ODG,Double Drug Deletion,SLC2A1
resveratrol,ODG,Double Drug Deletion,CA5A
resveratrol,ODG,Double Drug Deletion,CA5B
resveratrol,ODG,Double Drug Deletion,LTA4H
resveratrol,ODG,Double Drug Deletion,CA12
resveratrol,ODG,Double Drug Deletion,CA2
resveratrol,ODG,Double Drug Deletion,CA9
resveratrol,ODG,Double Drug Deletion,CA14
resveratrol,ODG,Double Drug Deletion,CA6
resveratrol,ODG,Double Drug Deletion,CA1
resveratrol,ODG,Double Drug Deletion,CA4
resveratrol,ODG,Double Drug Deletion,CA7
resveratrol,ODG,Double Drug Deletion,CA13
resveratrol,ODG,Double Drug Deletion,CA3
resveratrol,ODG,Double Drug Deletion,ODC1
ribavirin,ODG,Single Drug Deletion,SLC29A1
ribavirin,ODG,Single Drug Deletion,SLC28A3
ribavirin,ODG,Single Drug Deletion,GLA
ribavirin,ODG,Single Drug Deletion,IMPDH1
ribavirin,ODG,Single Drug Deletion,IMPDH2
rifamycin,GBM,Double Drug Deletion,SLCO1B1
rifamycin,GBM,Double Drug Deletion,SLCO1A2
rifamycin,GBM,Double Drug Deletion,SLCO2B1
rifamycin,GBM,Double Drug Deletion,SLCO2A1
sofosbuvir,AST,Single Drug Deletion,CMPK1
sofosbuvir,AST,Single Drug Deletion,CTSA
sofosbuvir,AST,Single Drug Deletion,NME1
sofosbuvir,GBM,Single Drug Deletion,CMPK1
sofosbuvir,GBM,Single Drug Deletion,CTSA
sofosbuvir,GBM,Single Drug Deletion,NME1
sofosbuvir,GBM,Single Drug Deletion,ABCG2
sofosbuvir,ODG,Single Drug Deletion,CMPK1
sofosbuvir,ODG,Single Drug Deletion,CTSA
sofosbuvir,ODG,Single Drug Deletion,NME1
sulfanilamide,AST,Double Drug Deletion,CA5A
sulfanilamide,AST,Double Drug Deletion,CA5B
sulfanilamide,AST,Double Drug Deletion,CA12
sulfanilamide,AST,Double Drug Deletion,CA2
sulfanilamide,AST,Double Drug Deletion,CA9
sulfanilamide,AST,Double Drug Deletion,CA14
sulfanilamide,AST,Double Drug Deletion,CA6
sulfanilamide,AST,Double Drug Deletion,CA1
sulfanilamide,AST,Double Drug Deletion,CA4
sulfanilamide,AST,Double Drug Deletion,CA7
sulfanilamide,AST,Double Drug Deletion,CA13
sulfanilamide,AST,Double Drug Deletion,CA3
sulfanilamide,GBM,Double Drug Deletion,CYP2E1
sulfanilamide,GBM,Double Drug Deletion,CA5A
sulfanilamide,GBM,Double Drug Deletion,CA5B
sulfanilamide,GBM,Double Drug Deletion,CA12
sulfanilamide,GBM,Double Drug Deletion,CA2
sulfanilamide,GBM,Double Drug Deletion,CA9
sulfanilamide,GBM,Double Drug Deletion,CA14
sulfanilamide,GBM,Double Drug Deletion,CA6
sulfanilamide,GBM,Double Drug Deletion,CA1
sulfanilamide,GBM,Double Drug Deletion,CA4
sulfanilamide,GBM,Double Drug Deletion,CA7
sulfanilamide,GBM,Double Drug Deletion,CA13
sulfanilamide,GBM,Double Drug Deletion,CA3
sulfanilamide,ODG,Double Drug Deletion,CA5A
sulfanilamide,ODG,Double Drug Deletion,CA5B
sulfanilamide,ODG,Double Drug Deletion,CA12
sulfanilamide,ODG,Double Drug Deletion,CA2
sulfanilamide,ODG,Double Drug Deletion,CA9
sulfanilamide,ODG,Double Drug Deletion,CA14
sulfanilamide,ODG,Double Drug Deletion,CA6
sulfanilamide,ODG,Double Drug Deletion,CA1
sulfanilamide,ODG,Double Drug Deletion,CA4
sulfanilamide,ODG,Double Drug Deletion,CA7
sulfanilamide,ODG,Double Drug Deletion,CA13
sulfanilamide,ODG,Double Drug Deletion,CA3
topiramate,AST,Double Drug Deletion,CA5A
topiramate,AST,Double Drug Deletion,CA5B
topiramate,AST,Double Drug Deletion,CA12
topiramate,AST,Double Drug Deletion,CA2
topiramate,AST,Double Drug Deletion,CA9
topiramate,AST,Double Drug Deletion,CA14
topiramate,AST,Double Drug Deletion,CA6
topiramate,AST,Double Drug Deletion,CA1
topiramate,AST,Double Drug Deletion,CA4
topiramate,AST,Double Drug Deletion,CA7
topiramate,AST,Double Drug Deletion,CA13
topiramate,AST,Double Drug Deletion,CA3
topiramate,GBM,Double Drug Deletion,CA5A
topiramate,GBM,Double Drug Deletion,CA5B
topiramate,GBM,Double Drug Deletion,CA12
topiramate,GBM,Double Drug Deletion,CA2
topiramate,GBM,Double Drug Deletion,CA9
topiramate,GBM,Double Drug Deletion,CA14
topiramate,GBM,Double Drug Deletion,CA6
topiramate,GBM,Double Drug Deletion,CA1
topiramate,GBM,Double Drug Deletion,CA4
topiramate,GBM,Double Drug Deletion,CA7
topiramate,GBM,Double Drug Deletion,CA13
topiramate,GBM,Double Drug Deletion,CA3
topiramate,ODG,Double Drug Deletion,CA5A
topiramate,ODG,Double Drug Deletion,CA5B
topiramate,ODG,Double Drug Deletion,CA12
topiramate,ODG,Double Drug Deletion,CA2
topiramate,ODG,Double Drug Deletion,CA9
topiramate,ODG,Double Drug Deletion,CA14
topiramate,ODG,Double Drug Deletion,CA6
topiramate,ODG,Double Drug Deletion,CA1
topiramate,ODG,Double Drug Deletion,CA4
topiramate,ODG,Double Drug Deletion,CA7
topiramate,ODG,Double Drug Deletion,CA13
topiramate,ODG,Double Drug Deletion,CA3
trifluridine,AST,Single Drug Deletion,SLC29A2
trifluridine,AST,Single Drug Deletion,SLC29A1
trifluridine,AST,Single Drug Deletion,ALOX12
trifluridine,GBM,Single Drug Deletion,SLC29A2
trifluridine,GBM,Single Drug Deletion,SLC29A1
trifluridine,GBM,Single Drug Deletion,ALOX12
trifluridine,ODG,Single Drug Deletion,SLC29A2
trifluridine,ODG,Single Drug Deletion,SLC29A1
trifluridine,ODG,Single Drug Deletion,ALOX12
ubenimex,ODG,Single Drug Deletion,ANPEP
ubenimex,ODG,Single Drug Deletion,LTA4H
valaciclovir,AST,Single Drug Deletion,SLC22A6
valaciclovir,AST,Single Drug Deletion,SLC22A8
valaciclovir,AST,Single Drug Deletion,GUK1
valaciclovir,GBM,Single Drug Deletion,SLC6A14
valaciclovir,GBM,Single Drug Deletion,SLC22A6
valaciclovir,GBM,Single Drug Deletion,SLC22A8
valaciclovir,GBM,Single Drug Deletion,GUK1
valaciclovir,ODG,Single Drug Deletion,SLC22A6
valaciclovir,ODG,Single Drug Deletion,SLC22A8
valaciclovir,ODG,Single Drug Deletion,GUK1
valganciclovir,GBM,Single Drug Deletion,SLC6A14
zalcitabine,AST,Single Drug Deletion,SLC29A2
zalcitabine,AST,Single Drug Deletion,SLC29A1
zalcitabine,AST,Single Drug Deletion,DCK
zalcitabine,GBM,Single Drug Deletion,SLC29A2
zalcitabine,GBM,Single Drug Deletion,SLC29A1
zalcitabine,GBM,Single Drug Deletion,DCK
zalcitabine,ODG,Single Drug Deletion,SLC29A2
zalcitabine,ODG,Single Drug Deletion,SLC29A1
zalcitabine,ODG,Single Drug Deletion,DCK
zidovudine,AST,Double Drug Deletion,SLC29A2
zidovudine,AST,Double Drug Deletion,SLC22A6
zidovudine,AST,Double Drug Deletion,SLC22A8
zidovudine,GBM,Double Drug Deletion,SLC29A2
zidovudine,GBM,Double Drug Deletion,SLC22A6
zidovudine,GBM,Double Drug Deletion,SLC22A8
zidovudine,GBM,Double Drug Deletion,ABCG2
zidovudine,ODG,Double Drug Deletion,SLC29A2
zidovudine,ODG,Double Drug Deletion,SLC22A7
zidovudine,ODG,Double Drug Deletion,SLC22A6
zidovudine,ODG,Double Drug Deletion,SLC22A8
zidovudine,ODG,Double Drug Deletion,SLC22A11
zonisamide,AST,Double Drug Deletion,MAOA
zonisamide,AST,Double Drug Deletion,MAOB
zonisamide,AST,Double Drug Deletion,AOX1
zonisamide,AST,Double Drug Deletion,CA5A
zonisamide,AST,Double Drug Deletion,CA5B
zonisamide,AST,Double Drug Deletion,CA12
zonisamide,AST,Double Drug Deletion,CA2
zonisamide,AST,Double Drug Deletion,CA9
zonisamide,AST,Double Drug Deletion,CA14
zonisamide,AST,Double Drug Deletion,CA6
zonisamide,AST,Double Drug Deletion,CA1
zonisamide,AST,Double Drug Deletion,CA4
zonisamide,AST,Double Drug Deletion,CA7
zonisamide,AST,Double Drug Deletion,CA8
zonisamide,AST,Double Drug Deletion,CA13
zonisamide,AST,Double Drug Deletion,CA3
zonisamide,GBM,Double Drug Deletion,MAOA
zonisamide,GBM,Double Drug Deletion,MAOB
zonisamide,GBM,Double Drug Deletion,AOX1
zonisamide,GBM,Double Drug Deletion,CA5A
zonisamide,GBM,Double Drug Deletion,CA5B
zonisamide,GBM,Double Drug Deletion,CA12
zonisamide,GBM,Double Drug Deletion,CA2
zonisamide,GBM,Double Drug Deletion,CA9
zonisamide,GBM,Double Drug Deletion,CA14
zonisamide,GBM,Double Drug Deletion,CA6
zonisamide,GBM,Double Drug Deletion,CA1
zonisamide,GBM,Double Drug Deletion,CA4
zonisamide,GBM,Double Drug Deletion,CA7
zonisamide,GBM,Double Drug Deletion,CA8
zonisamide,GBM,Double Drug Deletion,CA13
zonisamide,GBM,Double Drug Deletion,CA3
zonisamide,ODG,Double Drug Deletion,MAOA
zonisamide,ODG,Double Drug Deletion,MAOB
zonisamide,ODG,Double Drug Deletion,AOX1
zonisamide,ODG,Double Drug Deletion,CA5A
zonisamide,ODG,Double Drug Deletion,CA5B
zonisamide,ODG,Double Drug Deletion,CA12
zonisamide,ODG,Double Drug Deletion,CA2
zonisamide,ODG,Double Drug Deletion,CA9
zonisamide,ODG,Double Drug Deletion,CA14
zonisamide,ODG,Double Drug Deletion,CA6
zonisamide,ODG,Double Drug Deletion,CA1
zonisamide,ODG,Double Drug Deletion,CA4
zonisamide,ODG,Double Drug Deletion,CA7
zonisamide,ODG,Double Drug Deletion,CA8
zonisamide,ODG,Double Drug Deletion,CA13
zonisamide,ODG,Double Drug Deletion,CA3
